hyper_cohort	probeID	bin_chr	bin_start	bin_end	cpg_count
TCGA-LUSC	cg18358894	chr7	122316601	122316900	22
TCGA-LUSC	cg02643054	chr7	27166801	27167100	15
TCGA-LUSC	cg18451588	chr7	29566501	29566800	23
TCGA-LUSC	cg10604476	chr19	10293001	10293300	26
TCGA-LUSC	cg06685968	chr7	27152401	27152700	25
TCGA-LUSC	cg22627293	chr1	50427301	50427600	18
TCGA-LUSC	cg15030415	chr17	3004501	3004800	18
TCGA-LUSC	cg15534086	chr14	60653401	60653700	13
TCGA-LUSC	cg03853208	chr7	25950001	25950300	11
TCGA-LUSC	cg02115960	chr5	96433201	96433500	16
TCGA-LUSC	cg21608600	chr2	45001501	45001800	15
TCGA-LUSC	cg00158528	chr7	122316601	122316900	22
TCGA-LUSC	cg25062778	chr14	56798401	56798700	21
TCGA-LUSC	cg06495131	chr6	6003301	6003600	19
TCGA-LUSC	cg15060012	chr19	57935401	57935700	11
TCGA-LUSC	cg25188395	chr7	27164401	27164700	23
TCGA-LUSC	cg27109129	chr4	73998301	73998600	24
TCGA-LUSC	cg12597169	chr2	222301201	222301500	8
TCGA-LUSC	cg05236677	chr8	98939701	98940000	17
TCGA-LUSC	cg07730301	chr11	68010301	68010600	9
TCGA-LUSC	cg04219321	chr17	55264201	55264500	12
TCGA-LUSC	cg24879335	chr3	133746301	133746600	32
TCGA-LUSC	cg25738714	chr1	50427901	50428200	18
TCGA-LUSC	cg00945234	chr1	50420701	50421000	21
TCGA-LUSC	cg03698009	chr7	27164701	27165000	17
TCGA-LUSC	cg02019574	chr2	45001201	45001500	25
TCGA-LUSC	cg02019574	chr2	45001501	45001800	15
TCGA-LUSC	cg08431899	chr2	176085001	176085300	17
TCGA-LUSC	cg20096204	chr3	169660801	169661100	10
TCGA-LUSC	cg06203476	chr7	122316301	122316600	15
TCGA-LUSC	cg14080585	chr20	62064601	62064900	44
TCGA-LUSC	cg21319932	chr6	1379401	1379700	29
TCGA-LUSC	cg20399871	chr7	27165001	27165300	31
TCGA-LUSC	cg18442187	chr6	50826901	50827200	13
TCGA-LUSC	cg11123595	chr3	169658701	169659000	17
TCGA-LUSC	cg04931216	chr1	50419201	50419500	31
TCGA-LUSC	cg03230711	chr2	45000901	45001200	18
TCGA-LUSC	cg01792403	chr13	99974701	99975000	13
TCGA-LUSC	cg13374901	chr20	62064301	62064600	23
TCGA-LUSC	cg12748890	chr1	27349501	27349800	27
TCGA-LUSC	cg03981954	chr7	122301901	122302200	22
TCGA-LUSC	cg19488874	chr2	174328801	174329100	18
TCGA-LUSC	cg27543538	chr1	27576001	27576300	23
TCGA-LUSC	cg04370314	chr13	99990901	99991200	16
TCGA-LUSC	cg23949389	chr5	123285301	123285600	11
TCGA-LUSC	cg16373229	chr7	122301901	122302200	22
TCGA-LUSC	cg16913789	chr7	27164101	27164400	13
TCGA-LUSC	cg19737787	chr13	27918001	27918300	24
TCGA-LUSC	cg26320663	chr1	152188801	152189100	17
TCGA-LUSC	cg14443953	chr11	31815301	31815600	10
TCGA-LUSC	cg13784080	chr14	56808601	56808900	16
TCGA-LUSC	cg10375890	chr1	50426701	50427000	21
TCGA-LUSC	cg08085357	chr3	181726501	181726800	22
TCGA-LUSC	cg09047573	chr5	138139201	138139500	14
TCGA-LUSC	cg05072470	chr13	99991501	99991800	12
TCGA-LUSC	cg25820279	chr2	176136901	176137200	23
TCGA-LUSC	cg12853633	chr14	56798101	56798400	36
TCGA-LUSC	cg14991487	chr2	176122501	176122800	26
TCGA-LUSC	cg08287265	chr10	99532801	99533100	22
TCGA-LUSC	cg06668555	chr8	138496801	138497100	38
TCGA-LUSC	cg02293118	chr7	44310001	44310300	19
TCGA-LUSC	cg22855900	chr5	73233601	73233900	30
TCGA-LUSC	cg03012726	chr7	114082501	114082800	12
TCGA-LUSC	cg26032198	chr7	27152701	27153000	12
TCGA-LUSC	cg09568355	chr2	45001201	45001500	25
TCGA-LUSC	cg05715532	chr2	219058801	219059100	15
TCGA-LUSC	cg15703632	chr2	222298801	222299100	22
TCGA-LUSC	cg00721170	chr4	73998301	73998600	24
TCGA-LUSC	cg13707560	chr5	138138901	138139200	13
TCGA-LUSC	cg08488945	chr3	181704301	181704600	18
TCGA-LUSC	cg16814808	chr7	64889101	64889400	27
TCGA-LUSC	cg26405475	chr3	156606001	156606300	19
TCGA-LUSC	cg16809460	chr1	50419501	50419800	26
TCGA-LUSC	cg19068510	chr13	99989701	99990000	19
TCGA-LUSC	cg08813062	chr2	174334801	174335100	32
TCGA-LUSC	cg06398556	chr20	22578001	22578300	13
TCGA-LUSC	cg25771013	chr7	25950001	25950300	11
TCGA-LUSC	cg21815667	chr2	176129101	176129400	15
TCGA-LUSC	cg13826890	chr14	56808301	56808600	22
TCGA-LUSC	cg18642177	chr1	228007801	228008100	12
TCGA-LUSC	cg15926776	chr1	50427901	50428200	18
TCGA-LUSC	cg03244696	chr2	172083001	172083300	22
TCGA-LUSC	cg21166964	chr5	73233901	73234200	19
TCGA-LUSC	cg26155867	chr13	99991801	99992100	20
TCGA-LUSC	cg04018288	chr6	1383001	1383300	14
TCGA-LUSC	cg03783410	chr3	181725901	181726200	12
TCGA-LUSC	cg10961186	chr3	127915201	127915500	29
TCGA-LUSC	cg13491462	chr6	1384201	1384500	25
TCGA-LUSC	cg07778029	chr7	27165301	27165600	30
TCGA-LUSC	cg19111459	chr10	120949201	120949500	17
TCGA-LUSC	cg14693465	chr15	76339801	76340100	25
TCGA-LUSC	cg15089387	chr5	111070801	111071100	17
TCGA-LUSC	cg19351026	chr2	63058201	63058500	10
TCGA-LUSC	cg23646776	chr4	110615701	110616000	15
TCGA-LUSC	cg06760710	chr17	48614401	48614700	30
TCGA-LUSC	cg26228577	chr2	120867001	120867300	9
TCGA-LUSC	cg14537533	chr12	52233001	52233300	29
TCGA-LUSC	cg13928306	chr16	3112201	3112500	8
TCGA-LUSC	cg21935175	chr7	122315701	122316000	9
TCGA-LUSC	cg18609783	chr2	174334501	174334800	11
TCGA-LUSC	cg11108890	chr2	85584301	85584600	35
TCGA-LUSC	cg27355724	chr5	2757301	2757600	7
TCGA-LUSC	cg14459130	chr2	174334801	174335100	32
TCGA-LUSC	cg09683350	chr15	89371201	89371500	29
TCGA-LUSC	cg20891501	chr14	36510301	36510600	8
TCGA-LUSC	cg22735222	chr10	99535801	99536100	24
TCGA-LUSC	cg21053509	chr7	114083401	114083700	20
TCGA-LUSC	cg02583633	chr2	174327001	174327300	18
TCGA-LUSC	cg07092525	chr8	38150701	38151000	16
TCGA-LUSC	cg25819602	chr7	96998101	96998400	11
TCGA-LUSC	cg24641276	chr5	171316501	171316800	26
TCGA-LUSC	cg07268058	chr15	76337701	76338000	31
TCGA-LUSC	cg23052830	chr14	60653101	60653400	17
TCGA-LUSC	cg03755177	chr7	44309701	44310000	33
TCGA-LUSC	cg16691821	chr1	2444101	2444400	25
TCGA-LUSC	cg09788492	chr10	99532501	99532800	17
TCGA-LUSC	cg13886334	chr2	174328501	174328800	20
TCGA-LUSC	cg09792881	chr1	50418601	50418900	35
TCGA-LUSC	cg11487526	chr17	6455401	6455700	26
TCGA-LUSC	cg10888941	chr2	118223701	118224000	17
TCGA-LUSC	cg11998703	chr19	57935101	57935400	23
TCGA-LUSC	cg22156700	chr5	73436401	73436700	19
TCGA-LUSC	cg12032370	chr10	101217001	101217300	16
TCGA-LUSC	cg10895452	chr2	118845001	118845300	27
TCGA-LUSC	cg00500498	chr6	169253701	169254000	18
TCGA-LUSC	cg08010362	chr7	114082801	114083100	13
TCGA-LUSC	cg04709357	chr7	27183001	27183300	11
TCGA-LUSC	cg24154951	chr2	176136601	176136900	34
TCGA-LUSC	cg13803013	chr2	130963201	130963500	30
TCGA-LUSC	cg03181248	chr2	174334801	174335100	32
TCGA-LUSC	cg16911349	chr19	10296001	10296300	13
TCGA-LUSC	cg02331303	chr11	68010301	68010600	9
TCGA-LUSC	cg25478113	chr7	114083401	114083700	20
TCGA-LUSC	cg10263682	chr3	181695901	181696200	29
TCGA-LUSC	cg14223995	chr4	140568601	140568900	24
TCGA-LUSC	cg02642123	chr11	31814701	31815000	16
TCGA-LUSC	cg10019916	chr1	228008401	228008700	34
TCGA-LUSC	cg21652958	chr6	169253701	169254000	18
TCGA-LUSC	cg14587524	chr19	37692301	37692600	21
TCGA-LUSC	cg14187724	chr9	91037401	91037700	9
TCGA-LUSC	cg16906086	chr7	122315401	122315700	8
TCGA-LUSC	cg17180678	chr15	89371501	89371800	46
TCGA-LUSC	cg22122603	chr2	60569701	60570000	5
TCGA-LUSC	cg05211662	chr5	129459901	129460200	25
TCGA-LUSC	cg24023187	chr10	101217301	101217600	26
TCGA-LUSC	cg20741169	chr7	27165301	27165600	30
TCGA-LUSC	cg11418477	chr2	174334801	174335100	32
TCGA-LUSC	cg24474852	chr1	230714101	230714400	11
TCGA-LUSC	cg02020945	chr6	1383301	1383600	26
TCGA-LUSC	cg23974194	chr14	56817301	56817600	23
TCGA-LUSC	cg23974194	chr14	56817601	56817900	18
TCGA-LUSC	cg12659494	chr21	36701401	36701700	27
TCGA-LUSC	cg00178359	chr16	56625301	56625600	30
TCGA-LUSC	cg07817686	chr4	16083601	16083900	32
TCGA-LUSC	cg22764436	chr2	222303901	222304200	19
TCGA-LUSC	cg11134052	chr14	60652801	60653100	18
TCGA-LUSC	cg26832294	chr4	121157101	121157400	20
TCGA-LUSC	cg19122901	chr10	99534001	99534300	18
TCGA-LUSC	cg14064356	chr2	222300901	222301200	15
TCGA-LUSC	cg05652757	chr5	139848001	139848300	60
TCGA-LUSC	cg16483725	chr5	123285301	123285600	11
TCGA-LUSC	cg20691722	chr3	181703401	181703700	6
TCGA-LUSC	cg19082708	chr7	64889101	64889400	27
TCGA-LUSC	cg21821214	chr2	176104201	176104500	8
TCGA-LUSC	cg09968620	chr2	176122501	176122800	26
TCGA-LUSC	cg17215831	chr13	36430501	36430800	12
TCGA-LUSC	cg11640773	chr16	58501501	58501800	15
TCGA-LUSC	cg01904410	chr11	31815001	31815300	4
TCGA-LUSC	cg08297082	chr21	36701101	36701400	24
TCGA-LUSC	cg18884137	chr17	7445101	7445400	25
TCGA-LUSC	cg10157251	chr15	89371201	89371500	29
TCGA-LUSC	cg06416491	chr12	39443701	39444000	7
TCGA-LUSC	cg05483021	chr8	53657101	53657400	24
TCGA-LUSC	cg17318529	chr1	228008401	228008700	34
TCGA-LUSC	cg10703884	chr3	169666801	169667100	9
TCGA-LUSC	cg11155687	chr12	62631601	62631900	14
TCGA-LUSC	cg00177797	chr1	180234601	180234900	22
TCGA-LUSC	cg19134945	chr4	110637301	110637600	14
TCGA-LUSC	cg11653134	chr2	66578401	66578700	7
TCGA-LUSC	cg02773945	chr1	200042701	200043000	26
TCGA-LUSC	cg07991288	chr20	22578601	22578900	8
TCGA-LUSC	cg19810598	chr1	50427001	50427300	22
TCGA-LUSC	cg14007871	chr14	60653401	60653700	13
TCGA-LUSC	cg08734600	chr10	124447501	124447800	33
TCGA-LUSC	cg25114913	chr6	96015901	96016200	32
TCGA-LUSC	cg27103296	chr7	122300701	122301000	10
TCGA-LUSC	cg19007269	chr10	103660501	103660800	12
TCGA-LUSC	cg27470373	chr2	64609501	64609800	28
TCGA-LUSC	cg25928579	chr17	48615001	48615300	14
TCGA-LUSC	cg16426459	chr2	237487501	237487800	14
TCGA-LUSC	cg13749815	chr15	76339801	76340100	25
TCGA-LUSC	cg23942974	chr5	42994801	42995100	18
TCGA-LUSC	cg12435415	chr3	186772501	186772800	18
TCGA-LUSC	cg27508551	chr7	27156001	27156300	36
TCGA-LUSC	cg15743358	chr6	28335901	28336200	19
TCGA-LUSC	cg05522383	chr4	110636701	110637000	20
TCGA-LUSC	cg00410370	chr2	174335701	174336000	31
TCGA-LUSC	cg13411015	chr14	56808001	56808300	22
TCGA-LUSC	cg21530419	chr3	186772801	186773100	22
TCGA-LUSC	cg04453140	chr17	48614401	48614700	30
TCGA-LUSC	cg16656979	chr15	37110901	37111200	22
TCGA-LUSC	cg06481122	chr15	37110601	37110900	12
TCGA-LUSC	cg11298786	chr1	228007801	228008100	12
TCGA-LUSC	cg15917625	chr11	46278301	46278600	16
TCGA-LUSC	cg03396103	chr12	116508301	116508600	31
TCGA-LUSC	cg22060611	chr5	139848001	139848300	60
TCGA-LUSC	cg06576873	chr2	120741601	120741900	45
TCGA-LUSC	cg06662976	chr17	6913801	6914100	9
TCGA-LUSC	cg08296176	chr13	36430501	36430800	12
TCGA-LUSC	cg03611452	chr19	37692301	37692600	21
TCGA-LUSC	cg12392684	chr6	26183701	26184000	16
TCGA-LUSC	cg25216580	chr1	119631301	119631600	16
TCGA-LUSC	cg12194701	chr8	98940301	98940600	23
TCGA-LUSC	cg00951972	chr3	186772801	186773100	22
TCGA-LUSC	cg01875459	chr5	73419601	73419900	38
TCGA-LUSC	cg05325193	chr20	22577401	22577700	19
TCGA-LUSC	cg04751558	chr10	130128901	130129200	17
TCGA-LUSC	cg04944784	chr2	26178901	26179200	30
TCGA-LUSC	cg01293647	chr17	39607801	39608100	22
TCGA-LUSC	cg15054077	chr19	13013101	13013400	18
TCGA-LUSC	cg15054077	chr19	13013401	13013700	13
TCGA-LUSC	cg00474723	chr11	86672101	86672400	27
TCGA-LUSC	cg27102864	chr16	58501501	58501800	15
TCGA-LUSC	cg00532449	chr1	2443801	2444100	43
TCGA-LUSC	cg22469274	chr7	27147901	27148200	29
TCGA-LUSC	cg02971546	chr4	8199001	8199300	14
TCGA-LUSC	cg20203114	chr3	169664101	169664400	9
TCGA-LUSC	cg25603277	chr11	31815901	31816200	30
TCGA-LUSC	cg23933618	chr11	31815601	31815900	11
TCGA-LUSC	cg05872706	chr6	1383601	1383900	23
TCGA-LUSC	cg12154538	chr12	124389001	124389300	24
TCGA-LUSC	cg08932440	chr10	124447801	124448100	39
TCGA-LUSC	cg09252999	chr11	31815601	31815900	11
TCGA-LUSC	cg24442740	chr1	27575401	27575700	36
TCGA-LUSC	cg03167413	chr7	114082801	114083100	13
TCGA-LUSC	cg03880173	chr3	181695901	181696200	29
TCGA-LUSC	cg07304175	chr3	181696201	181696500	13
TCGA-LUSC	cg25875213	chr19	37692001	37692300	22
TCGA-LUSC	cg12196573	chr7	27155701	27156000	7
TCGA-LUSC	cg04023996	chr1	50427001	50427300	22
TCGA-LUSC	cg12144497	chr12	27975601	27975900	16
TCGA-LUSC	cg00414898	chr15	89407201	89407500	26
TCGA-LUSC	cg09366342	chr1	18636601	18636900	24
TCGA-LUSC	cg04513549	chr10	1608901	1609200	16
TCGA-LUSC	cg04428139	chr14	69153901	69154200	13
TCGA-LUSC	cg21319323	chr2	176136301	176136600	14
TCGA-LUSC	cg07113230	chr1	8217301	8217600	34
TCGA-LUSC	cg05928362	chr6	50820601	50820900	8
TCGA-LUSC	cg20293594	chr7	27156601	27156900	28
TCGA-LUSC	cg08185241	chr1	209675401	209675700	24
TCGA-LUSC	cg08547691	chr17	9240301	9240600	22
TCGA-LUSC	cg09950256	chr2	64609201	64609500	42
TCGA-LUSC	cg17288397	chr5	73419901	73420200	22
TCGA-LUSC	cg04912843	chr1	78045901	78046200	35
TCGA-LUSC	cg10790747	chr19	35757001	35757300	13
TCGA-LUSC	cg07015911	chr17	48578101	48578400	26
TCGA-LUSC	cg13849454	chr9	14348701	14349000	19
TCGA-LUSC	cg24267283	chr3	181696201	181696500	13
TCGA-LUSC	cg11862993	chr17	37743901	37744200	25
TCGA-LUSC	cg25507001	chr5	138139501	138139800	4
TCGA-LUSC	cg13061249	chr2	131034301	131034600	11
TCGA-LUSC	cg08138685	chr2	118852801	118853100	21
TCGA-LUSC	cg01841641	chr2	222305101	222305400	14
TCGA-LUSC	cg17653368	chr5	126595501	126595800	9
TCGA-MESO	cg16651262	chr2	27891301	27891600	7
TCGA-MESO	cg15745284	chr6	32097001	32097300	20
TCGA-MESO	cg14196170	chr6	32095801	32096100	20
TCGA-MESO	cg27196999	chr4	68350201	68350500	7
TCGA-MESO	cg05517527	chr2	27891301	27891600	7
TCGA-MESO	cg05575921	chr5	373201	373500	11
TCGA-MESO	cg19103609	chr19	14432701	14433000	11
TCGA-MESO	cg04094193	chr4	68350201	68350500	7
TCGA-MESO	cg07218744	chr16	1046701	1047000	20
TCGA-MESO	cg02989255	chr6	32095801	32096100	20
TCGA-MESO	cg16212298	chr19	50548501	50548800	19
TCGA-MESO	cg18856004	chr1	19881901	19882200	8
TCGA-MESO	cg24517686	chr1	1069801	1070100	21
TCGA-MESO	cg19016664	chr17	795001	795300	12
TCGA-MESO	cg13754355	chr9	136740901	136741200	13
TCGA-MESO	cg07518714	chr6	32097001	32097300	20
TCGA-MESO	cg03330516	chr20	63547201	63547500	24
TCGA-MESO	cg21715189	chr2	38077501	38077800	8
TCGA-MESO	cg13070366	chr11	9364801	9365100	5
TCGA-MESO	cg06707765	chr8	11746501	11746800	14
TCGA-MESO	cg05367885	chr8	26448001	26448300	10
TCGA-MESO	cg12705353	chr12	121918801	121919100	14
TCGA-MESO	cg02593507	chr19	4535401	4535700	7
TCGA-PAAD	cg02542953	chr2	1817701	1818000	13
TCGA-PAAD	cg14992138	chr19	39639001	39639300	5
TCGA-PAAD	cg03466124	chr3	179450101	179450400	4
TCGA-PAAD	cg18939596	chr14	94864501	94864800	24
TCGA-PAAD	cg04177091	chr16	980101	980400	21
TCGA-PAAD	cg19453488	chr14	94864501	94864800	24
TCGA-PAAD	cg18910298	chr14	101004901	101005200	7
TCGA-PAAD	cg04336859	chr19	51501601	51501900	7
TCGA-PAAD	cg06361238	chr2	104658601	104658900	10
TCGA-PAAD	cg17658976	chr7	158318401	158318700	14
TCGA-PAAD	cg22911898	chr11	94740001	94740300	4
TCGA-PAAD	cg15579587	chr2	237691201	237691500	33
TCGA-PAAD	cg00422461	chr16	86198401	86198700	8
TCGA-PAAD	cg20235658	chr7	157022101	157022400	13
TCGA-PAAD	cg12523932	chr4	39447001	39447300	29
TCGA-PAAD	cg12956091	chr14	37585501	37585800	8
TCGA-PAAD	cg04053417	chr16	86198401	86198700	8
TCGA-PAAD	cg00024086	chr7	157021501	157021800	36
TCGA-PAAD	cg07430967	chr17	74958001	74958300	11
TCGA-PAAD	cg07920503	chr13	25171201	25171500	30
TCGA-PAAD	cg04297067	chr16	86516701	86517000	27
TCGA-PAAD	cg18329187	chr14	103523101	103523400	36
TCGA-PAAD	cg18064714	chr7	20784901	20785200	32
TCGA-PAAD	cg18988685	chr2	232503601	232503900	22
TCGA-PAAD	cg27578811	chr15	82647301	82647600	38
TCGA-PAAD	cg13315345	chr2	102187501	102187800	26
TCGA-PAAD	cg26846424	chr1	3393301	3393600	17
TCGA-PAAD	cg26827987	chr16	86198701	86199000	13
TCGA-PAAD	cg03882242	chr12	103495801	103496100	27
TCGA-PAAD	cg21046874	chr13	27926701	27927000	15
TCGA-PAAD	cg16001811	chr6	167796301	167796600	15
TCGA-PAAD	cg03413097	chr7	157018501	157018800	17
TCGA-PAAD	cg25028162	chr19	51646801	51647100	8
TCGA-PAAD	cg12007399	chr19	3868801	3869100	42
TCGA-PAAD	cg10700718	chr8	2044501	2044800	11
TCGA-PAAD	cg10603275	chr3	197701	198000	19
TCGA-PAAD	cg03395191	chr16	559801	560100	29
TCGA-PAAD	cg12288941	chr15	36882901	36883200	12
TCGA-PAAD	cg01231141	chr5	179265601	179265900	23
TCGA-PAAD	cg24937747	chr5	1882501	1882800	33
TCGA-PAAD	cg13732582	chr4	39447301	39447600	14
TCGA-PAAD	cg24154951	chr2	176136601	176136900	34
TCGA-PAAD	cg01330060	chr19	47457301	47457600	34
TCGA-PAAD	cg10963061	chr1	158177701	158178000	27
TCGA-PAAD	cg16599703	chr1	37034701	37035000	37
TCGA-PAAD	cg25090514	chr5	2038501	2038800	40
TCGA-PAAD	cg14412322	chr3	65548801	65549100	17
TCGA-PAAD	cg04837104	chr21	44709601	44709900	22
TCGA-PAAD	cg04932551	chr14	37591501	37591800	19
TCGA-PAAD	cg12164282	chr2	1744201	1744500	40
TCGA-PAAD	cg04415176	chr2	176093101	176093400	34
TCGA-PAAD	cg17606785	chr14	23365501	23365800	35
TCGA-PAAD	cg23093589	chr7	20785201	20785500	40
TCGA-PAAD	cg27434509	chr4	5708401	5708700	33
TCGA-PAAD	cg27265170	chr1	50423701	50424000	21
TCGA-PAAD	cg10158541	chr13	36432001	36432300	38
TCGA-PAAD	cg21001487	chr8	52940401	52940700	28
TCGA-PAAD	cg15007156	chr1	14598601	14598900	37
TCGA-PAAD	cg09534159	chr4	10457101	10457400	49
TCGA-PAAD	cg21506800	chr19	11420701	11421000	26
TCGA-PAAD	cg17495912	chr13	36432001	36432300	38
TCGA-PAAD	cg13011388	chr14	23365501	23365800	35
TCGA-PAAD	cg15796417	chr2	240983401	240983700	35
TCGA-PAAD	cg14654886	chr4	5708401	5708700	33
TCGA-PAAD	cg12295918	chr3	46464901	46465200	11
TCGA-PAAD	cg12250872	chr9	136204801	136205100	33
TCGA-PAAD	cg25352328	chr5	151925101	151925400	18
TCGA-PAAD	cg11832404	chr12	64824301	64824600	25
TCGA-PAAD	cg19761848	chr2	236168101	236168400	47
TCGA-PAAD	cg08339192	chr19	51646801	51647100	8
TCGA-PAAD	cg12419135	chr17	31392001	31392300	30
TCGA-PAAD	cg03200166	chr11	61567501	61567800	24
TCGA-PAAD	cg14030346	chr11	115502101	115502400	12
TCGA-PAAD	cg07282058	chr16	86198701	86199000	13
TCGA-PAAD	cg05142982	chr8	545701	546000	32
TCGA-PAAD	cg26492514	chr5	169301101	169301400	21
TCGA-PAAD	cg00494665	chr12	64824901	64825200	25
TCGA-PAAD	cg03000596	chr7	74209801	74210100	15
TCGA-PAAD	cg01663016	chr5	169300501	169300800	35
TCGA-PAAD	cg05976714	chr5	180649201	180649500	43
TCGA-PAAD	cg22679728	chr1	242525101	242525400	19
TCGA-PAAD	cg22246636	chr20	62981101	62981400	17
TCGA-PAAD	cg23596233	chr11	134411701	134412000	47
TCGA-PAAD	cg12918457	chr11	115759801	115760100	27
TCGA-PAAD	cg06399302	chr19	33622201	33622500	38
TCGA-PAAD	cg07882671	chr5	1882801	1883100	36
TCGA-PAAD	cg26024843	chr9	134642101	134642400	48
TCGA-PAAD	cg21210758	chr4	5711101	5711400	31
TCGA-PAAD	cg21145524	chr3	197401	197700	15
TCGA-PAAD	cg03882167	chr2	130756501	130756800	13
TCGA-PAAD	cg18802754	chr19	29525101	29525400	27
TCGA-PAAD	cg10730712	chr5	178590601	178590900	16
TCGA-PAAD	cg04748834	chr3	197401	197700	15
TCGA-PAAD	cg04996873	chr1	14599201	14599500	31
TCGA-PAAD	cg05627639	chr19	33622501	33622800	32
TCGA-PAAD	cg01002529	chr3	69542401	69542700	32
TCGA-PAAD	cg11419064	chr11	2269801	2270100	49
TCGA-PAAD	cg13796272	chr4	1167601	1167900	24
TCGA-PAAD	cg00410370	chr2	174335701	174336000	31
TCGA-PAAD	cg11359984	chr3	123884401	123884700	28
TCGA-PAAD	cg05137450	chr2	232503301	232503600	25
TCGA-PAAD	cg00177451	chr16	51152101	51152400	19
TCGA-PAAD	cg06825039	chr7	20785201	20785500	40
TCGA-PAAD	cg22001496	chr8	68331001	68331300	34
TCGA-PAAD	cg08621473	chr13	23160301	23160600	32
TCGA-PAAD	cg00397479	chr6	31863601	31863900	13
TCGA-PAAD	cg09189772	chr16	82627801	82628100	21
TCGA-PAAD	cg08022244	chr7	157569001	157569300	10
TCGA-PAAD	cg01673994	chr8	88328401	88328700	17
TCGA-PAAD	cg19783626	chr7	98682001	98682300	13
TCGA-PAAD	cg21357629	chr21	45643501	45643800	48
TCGA-PAAD	cg20498685	chr7	19116301	19116600	17
TCGA-PAAD	cg05941108	chr5	1884001	1884300	24
TCGA-PAAD	cg19369556	chr16	82628101	82628400	11
TCGA-PAAD	cg18653282	chr14	104138401	104138700	43
TCGA-PAAD	cg12744812	chr7	157017901	157018200	27
TCGA-PAAD	cg21606115	chr7	157569001	157569300	10
TCGA-PAAD	cg01802258	chr14	92323501	92323800	42
TCGA-PAAD	cg12768681	chr1	20553001	20553300	29
TCGA-PAAD	cg27058257	chr19	29528401	29528700	27
TCGA-PAAD	cg12034383	chr7	155457601	155457900	56
TCGA-PAAD	cg20587394	chr12	53938201	53938500	16
TCGA-PAAD	cg15790820	chr11	2271001	2271300	36
TCGA-PAAD	cg27467929	chr8	67952101	67952400	35
TCGA-PAAD	cg07871590	chr7	128031001	128031300	24
TCGA-PAAD	cg00674896	chr2	102188101	102188400	9
TCGA-PAAD	cg07746943	chr3	196801	197100	38
TCGA-PAAD	cg02456226	chr10	18140701	18141000	30
TCGA-PAAD	cg10904972	chr11	119356501	119356800	15
TCGA-PAAD	cg06697536	chr2	176188501	176188800	34
TCGA-PAAD	cg16856286	chr12	53939101	53939400	36
TCGA-PAAD	cg20800509	chr8	103500601	103500900	20
TCGA-PAAD	cg17863912	chr2	176129401	176129700	31
TCGA-PAAD	cg12016437	chr4	10457401	10457700	31
TCGA-PAAD	cg16831085	chr10	45419101	45419400	29
TCGA-PAAD	cg26818735	chr7	19116901	19117200	51
TCGA-PAAD	cg12328333	chr13	36130801	36131100	32
TCGA-PAAD	cg00099393	chr7	157568701	157569000	17
TCGA-PAAD	cg22036988	chr3	141051301	141051600	34
TCGA-PAAD	cg09073398	chr5	169300501	169300800	35
TCGA-PAAD	cg09799658	chr7	19117501	19117800	19
TCGA-PAAD	cg10334767	chr4	10457401	10457700	31
TCGA-PAAD	cg26460092	chr15	83107501	83107800	41
TCGA-PAAD	cg25999442	chr19	33622201	33622500	38
TCGA-PAAD	cg17931641	chr7	25857601	25857900	10
TCGA-PAAD	cg04853843	chr16	55324501	55324800	33
TCGA-PAAD	cg24133115	chr6	165661801	165662100	29
TCGA-PAAD	cg05871694	chr2	176188501	176188800	34
TCGA-PAAD	cg22455914	chr18	7116901	7117200	34
TCGA-PAAD	cg05619892	chr8	40897501	40897800	15
TCGA-PAAD	cg07846220	chr18	7117501	7117800	41
TCGA-PAAD	cg10520887	chr4	95548801	95549100	21
TCGA-PAAD	cg07144296	chr1	182615101	182615400	35
TCGA-PAAD	cg27058486	chr19	33621601	33621900	45
TCGA-PAAD	cg14696396	chr15	83107501	83107800	41
TCGA-PAAD	cg01664666	chr1	242523901	242524200	28
TCGA-PAAD	cg18348647	chr13	36431701	36432000	35
TCGA-PAAD	cg05137358	chr13	36431701	36432000	35
TCGA-PAAD	cg23141855	chr7	93890401	93890700	22
TCGA-PAAD	cg13060997	chr13	36432301	36432600	24
TCGA-PAAD	cg18948722	chr13	36431701	36432000	35
TCGA-PAAD	cg14319409	chr5	151924801	151925100	14
TCGA-PAAD	cg08776356	chr16	51152101	51152400	19
TCGA-PAAD	cg03743205	chr16	88534201	88534500	51
TCGA-PAAD	cg18795809	chr4	10456801	10457100	44
TCGA-PAAD	cg06945399	chr7	128031001	128031300	24
TCGA-PAAD	cg27454136	chr4	5888101	5888400	36
TCGA-PAAD	cg17438849	chr7	43112701	43113000	33
TCGA-PAAD	cg17252960	chr6	19836901	19837200	19
TCGA-PAAD	cg03391684	chr1	14598901	14599200	36
TCGA-PAAD	cg19078576	chr5	17217601	17217900	47
TCGA-PAAD	cg08498787	chr11	57483301	57483600	8
TCGA-PAAD	cg11021995	chr7	37448701	37449000	27
TCGA-PAAD	cg06906472	chr2	106886101	106886400	39
TCGA-PAAD	cg27546237	chr13	110307901	110308200	27
TCGA-PAAD	cg12396325	chr8	104223301	104223600	23
TCGA-PAAD	cg15980539	chr6	151807501	151807800	20
TCGA-PAAD	cg10013716	chr3	179450701	179451000	6
TCGA-PAAD	cg27434245	chr16	88941001	88941300	50
